scenario,n_agents,trial,seed,success,time_raw,time_effective,cost_total,cost_per_agent,makespan,nodes,error_reason,img_path
混合方块 (1x1+2x2),9,20,79046,True,0.11768889427185059,0.11768889427185059,87,9.666666666666666,17,25,,
混合方块 (1x1+2x2),10,1,88770,False,0.009918451309204102,5.0,-1,-1,-1,0,NoSolution,
混合方块 (1x1+2x2),10,2,35873,False,0.018758058547973633,5.0,-1,-1,-1,2,NoSolution,
混合方块 (1x1+2x2),10,3,70189,False,0.0905447006225586,5.0,-1,-1,-1,7,NoSolution,
混合方块 (1x1+2x2),10,4,4205,False,0.019242048263549805,5.0,-1,-1,-1,0,NoSolution,
混合方块 (1x1+2x2),10,5,70271,True,0.08014845848083496,0.08014845848083496,133,13.3,23,12,,
混合方块 (1x1+2x2),10,6,84048,True,0.05217909812927246,0.05217909812927246,108,10.8,23,7,,
混合方块 (1x1+2x2),10,7,13113,True,0.2173147201538086,0.2173147201538086,115,11.5,29,33,,
混合方块 (1x1+2x2),10,8,31322,False,0.1425178050994873,5.0,-1,-1,-1,23,NoSolution,
混合方块 (1x1+2x2),10,9,95788,True,0.06747269630432129,0.06747269630432129,99,9.9,24,10,,
混合方块 (1x1+2x2),10,10,96630,False,0.03772902488708496,5.0,-1,-1,-1,0,NoSolution,
混合方块 (1x1+2x2),10,11,66664,True,0.07128620147705078,0.07128620147705078,144,14.4,21,8,,
混合方块 (1x1+2x2),10,12,9917,False,0.02733159065246582,5.0,-1,-1,-1,2,NoSolution,
混合方块 (1x1+2x2),10,13,83300,False,0.40350937843322754,5.0,-1,-1,-1,41,NoSolution,
混合方块 (1x1+2x2),10,14,44605,False,5.003633260726929,5.0,-1,-1,-1,841,Timeout,
混合方块 (1x1+2x2),10,15,40022,True,0.014125347137451172,0.014125347137451172,102,10.2,18,3,,
混合方块 (1x1+2x2),10,16,97701,False,0.4637629985809326,5.0,-1,-1,-1,106,NoSolution,
混合方块 (1x1+2x2),10,17,28676,False,5.003255605697632,5.0,-1,-1,-1,731,Timeout,
混合方块 (1x1+2x2),10,18,41245,False,0.11360764503479004,5.0,-1,-1,-1,16,NoSolution,
混合方块 (1x1+2x2),10,19,18363,False,0.018016576766967773,5.0,-1,-1,-1,0,NoSolution,
混合方块 (1x1+2x2),10,20,12383,False,0.03193926811218262,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),4,1,34089,False,5.02200174331665,5.0,-1,-1,-1,648,Timeout,
混合长条 (1x1+1x2+2x1),4,2,87649,False,0.005247592926025391,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),4,3,43739,True,0.016665220260620117,0.016665220260620117,72,18.0,26,2,,
混合长条 (1x1+1x2+2x1),4,4,57139,True,0.030820131301879883,0.030820131301879883,57,14.25,23,8,,
混合长条 (1x1+1x2+2x1),4,5,27651,True,0.014101982116699219,0.014101982116699219,46,11.5,22,2,,
混合长条 (1x1+1x2+2x1),4,6,79332,True,0.004506587982177734,0.004506587982177734,40,10.0,14,0,,
混合长条 (1x1+1x2+2x1),4,7,79051,False,0.013231754302978516,5.0,-1,-1,-1,1,NoSolution,
混合长条 (1x1+1x2+2x1),4,8,24052,True,0.006205558776855469,0.006205558776855469,64,16.0,28,0,,
混合长条 (1x1+1x2+2x1),4,9,48953,True,0.07799077033996582,0.07799077033996582,79,19.75,23,16,,
混合长条 (1x1+1x2+2x1),4,10,5529,True,0.08469057083129883,0.08469057083129883,74,18.5,36,20,,
混合长条 (1x1+1x2+2x1),4,11,84043,False,0.021323680877685547,5.0,-1,-1,-1,2,NoSolution,
混合长条 (1x1+1x2+2x1),4,12,31276,True,0.03601241111755371,0.03601241111755371,76,19.0,24,6,,
混合长条 (1x1+1x2+2x1),4,13,39107,True,0.011922597885131836,0.011922597885131836,55,13.75,23,0,,
混合长条 (1x1+1x2+2x1),4,14,86371,True,0.00804758071899414,0.00804758071899414,61,15.25,23,0,,
混合长条 (1x1+1x2+2x1),4,15,17914,False,0.10905170440673828,5.0,-1,-1,-1,2,NoSolution,
混合长条 (1x1+1x2+2x1),4,16,87412,True,0.028759002685546875,0.028759002685546875,83,20.75,38,0,,
混合长条 (1x1+1x2+2x1),4,17,17183,True,0.010330677032470703,0.010330677032470703,55,13.75,19,0,,
混合长条 (1x1+1x2+2x1),4,18,99880,True,0.010918378829956055,0.010918378829956055,55,13.75,25,0,,
混合长条 (1x1+1x2+2x1),4,19,19323,True,0.006723165512084961,0.006723165512084961,26,6.5,13,0,,
混合长条 (1x1+1x2+2x1),4,20,99894,False,0.02011704444885254,5.0,-1,-1,-1,1,NoSolution,
混合长条 (1x1+1x2+2x1),5,1,54236,True,0.13878893852233887,0.13878893852233887,65,13.0,26,23,,batch_performance_analysis\images\paths\混合长条_1x1+1x2+2x1_N5.png
混合长条 (1x1+1x2+2x1),5,2,38924,True,0.011720418930053711,0.011720418930053711,59,11.8,19,2,,
混合长条 (1x1+1x2+2x1),5,3,64470,False,0.007476806640625,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),5,4,5743,False,0.007216930389404297,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),5,5,76849,False,0.009871244430541992,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),5,6,44580,False,0.011092185974121094,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),5,7,15214,True,0.04154849052429199,0.04154849052429199,64,12.8,18,10,,
混合长条 (1x1+1x2+2x1),5,8,92593,True,0.020910263061523438,0.020910263061523438,73,14.6,21,4,,
混合长条 (1x1+1x2+2x1),5,9,99832,True,0.007429361343383789,0.007429361343383789,56,11.2,19,0,,
混合长条 (1x1+1x2+2x1),5,10,23944,True,0.07139873504638672,0.07139873504638672,78,15.6,31,5,,
混合长条 (1x1+1x2+2x1),5,11,80360,True,0.01992487907409668,0.01992487907409668,101,20.2,29,0,,
混合长条 (1x1+1x2+2x1),5,12,6500,True,0.0187835693359375,0.0187835693359375,54,10.8,16,5,,
混合长条 (1x1+1x2+2x1),5,13,84756,True,0.12774658203125,0.12774658203125,95,19.0,31,20,,
混合长条 (1x1+1x2+2x1),5,14,84607,True,0.04998207092285156,0.04998207092285156,70,14.0,21,16,,
混合长条 (1x1+1x2+2x1),5,15,29280,True,0.027353525161743164,0.027353525161743164,72,14.4,24,4,,
混合长条 (1x1+1x2+2x1),5,16,32666,True,0.009950637817382812,0.009950637817382812,83,16.6,23,2,,
混合长条 (1x1+1x2+2x1),5,17,30556,True,0.009625434875488281,0.009625434875488281,70,14.0,18,2,,
混合长条 (1x1+1x2+2x1),5,18,94762,True,0.004329204559326172,0.004329204559326172,41,8.2,11,0,,
混合长条 (1x1+1x2+2x1),5,19,33454,True,0.0233151912689209,0.0233151912689209,87,17.4,32,3,,
混合长条 (1x1+1x2+2x1),5,20,62759,True,0.05129122734069824,0.05129122734069824,117,23.4,35,6,,
混合长条 (1x1+1x2+2x1),6,1,25318,True,0.014991283416748047,0.014991283416748047,97,16.166666666666668,21,0,,batch_performance_analysis\images\paths\混合长条_1x1+1x2+2x1_N6.png
混合长条 (1x1+1x2+2x1),6,2,11349,True,0.008405208587646484,0.008405208587646484,86,14.333333333333334,23,0,,
混合长条 (1x1+1x2+2x1),6,3,41940,True,0.009215593338012695,0.009215593338012695,83,13.833333333333334,19,0,,
混合长条 (1x1+1x2+2x1),6,4,83463,False,0.2009718418121338,5.0,-1,-1,-1,31,NoSolution,
混合长条 (1x1+1x2+2x1),6,5,91281,True,0.02810955047607422,0.02810955047607422,52,8.666666666666666,16,8,,
混合长条 (1x1+1x2+2x1),6,6,44058,True,0.010373353958129883,0.010373353958129883,74,12.333333333333334,22,0,,
混合长条 (1x1+1x2+2x1),6,7,83982,False,0.0560908317565918,5.0,-1,-1,-1,12,NoSolution,
混合长条 (1x1+1x2+2x1),6,8,52264,False,0.014519691467285156,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),6,9,31764,False,0.12021827697753906,5.0,-1,-1,-1,15,NoSolution,
混合长条 (1x1+1x2+2x1),6,10,68748,False,0.008854389190673828,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),6,11,95832,True,0.025136470794677734,0.025136470794677734,85,14.166666666666666,24,7,,
混合长条 (1x1+1x2+2x1),6,12,75162,False,4.99604868888855,5.0,-1,-1,-1,241,NoSolution,
混合长条 (1x1+1x2+2x1),6,13,56206,False,0.03186964988708496,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),6,14,82061,False,0.10275006294250488,5.0,-1,-1,-1,14,NoSolution,
混合长条 (1x1+1x2+2x1),6,15,45984,False,0.09221172332763672,5.0,-1,-1,-1,23,NoSolution,
混合长条 (1x1+1x2+2x1),6,16,58647,True,0.05651497840881348,0.05651497840881348,87,14.5,29,4,,
混合长条 (1x1+1x2+2x1),6,17,15088,False,0.007397174835205078,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),6,18,57297,False,0.014336824417114258,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),6,19,83485,True,0.21008038520812988,0.21008038520812988,114,19.0,30,17,,
混合长条 (1x1+1x2+2x1),6,20,1071,True,1.1404330730438232,1.1404330730438232,113,18.833333333333332,24,179,,
混合长条 (1x1+1x2+2x1),7,1,44029,False,0.16910457611083984,5.0,-1,-1,-1,9,NoSolution,
混合长条 (1x1+1x2+2x1),7,2,5551,True,0.025591373443603516,0.025591373443603516,93,13.285714285714286,19,6,,
混合长条 (1x1+1x2+2x1),7,3,61444,False,0.5714349746704102,5.0,-1,-1,-1,21,NoSolution,
混合长条 (1x1+1x2+2x1),7,4,95759,True,0.042249441146850586,0.042249441146850586,84,12.0,20,10,,
混合长条 (1x1+1x2+2x1),7,5,64826,True,0.22192692756652832,0.22192692756652832,112,16.0,25,29,,
混合长条 (1x1+1x2+2x1),7,6,96117,True,0.017106056213378906,0.017106056213378906,107,15.285714285714286,29,2,,
混合长条 (1x1+1x2+2x1),7,7,31317,False,0.010013580322265625,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),7,8,84447,False,0.012436628341674805,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),7,9,13784,True,0.044440269470214844,0.044440269470214844,104,14.857142857142858,23,10,,
混合长条 (1x1+1x2+2x1),7,10,67698,True,0.0401921272277832,0.0401921272277832,132,18.857142857142858,25,6,,
混合长条 (1x1+1x2+2x1),7,11,98891,False,0.13294720649719238,5.0,-1,-1,-1,9,NoSolution,
混合长条 (1x1+1x2+2x1),7,12,89947,True,0.12253355979919434,0.12253355979919434,115,16.428571428571427,28,20,,
混合长条 (1x1+1x2+2x1),7,13,29386,True,0.1996161937713623,0.1996161937713623,107,15.285714285714286,26,17,,
混合长条 (1x1+1x2+2x1),7,14,28490,True,0.37485170364379883,0.37485170364379883,130,18.571428571428573,33,13,,
混合长条 (1x1+1x2+2x1),7,15,19452,True,0.02742743492126465,0.02742743492126465,97,13.857142857142858,17,6,,
混合长条 (1x1+1x2+2x1),7,16,67981,False,0.8389887809753418,5.0,-1,-1,-1,72,NoSolution,
混合长条 (1x1+1x2+2x1),7,17,36558,True,0.009075164794921875,0.009075164794921875,67,9.571428571428571,17,0,,
混合长条 (1x1+1x2+2x1),7,18,50772,False,0.10070323944091797,5.0,-1,-1,-1,2,NoSolution,
混合长条 (1x1+1x2+2x1),7,19,98195,False,0.024834394454956055,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),7,20,1244,True,0.05662655830383301,0.05662655830383301,62,8.857142857142858,17,13,,
混合长条 (1x1+1x2+2x1),8,1,6781,False,0.5105738639831543,5.0,-1,-1,-1,52,NoSolution,
混合长条 (1x1+1x2+2x1),8,2,83830,False,5.011281490325928,5.0,-1,-1,-1,414,Timeout,
混合长条 (1x1+1x2+2x1),8,3,83585,True,0.03603720664978027,0.03603720664978027,139,17.375,29,6,,
混合长条 (1x1+1x2+2x1),8,4,54226,True,0.8944988250732422,0.8944988250732422,147,18.375,30,111,,
混合长条 (1x1+1x2+2x1),8,5,15008,True,0.02082514762878418,0.02082514762878418,105,13.125,39,0,,
混合长条 (1x1+1x2+2x1),8,6,93123,False,0.013856887817382812,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),8,7,96890,False,5.100486755371094,5.0,-1,-1,-1,262,Timeout,
混合长条 (1x1+1x2+2x1),8,8,64747,False,0.032457590103149414,5.0,-1,-1,-1,9,NoSolution,
混合长条 (1x1+1x2+2x1),8,9,58830,False,5.017093896865845,5.0,-1,-1,-1,402,Timeout,
混合长条 (1x1+1x2+2x1),8,10,23912,False,0.02304220199584961,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),8,11,97762,True,0.035901784896850586,0.035901784896850586,91,11.375,25,4,,
混合长条 (1x1+1x2+2x1),8,12,20905,False,0.015554428100585938,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),8,13,36518,False,0.2133491039276123,5.0,-1,-1,-1,22,NoSolution,
混合长条 (1x1+1x2+2x1),8,14,95850,True,0.2160046100616455,0.2160046100616455,109,13.625,22,36,,
混合长条 (1x1+1x2+2x1),8,15,2872,True,0.1160585880279541,0.1160585880279541,96,12.0,23,20,,
混合长条 (1x1+1x2+2x1),8,16,72002,False,0.6037049293518066,5.0,-1,-1,-1,53,NoSolution,
混合长条 (1x1+1x2+2x1),8,17,53896,True,1.6000847816467285,1.6000847816467285,133,16.625,33,228,,
混合长条 (1x1+1x2+2x1),8,18,96011,False,5.034700393676758,5.0,-1,-1,-1,196,Timeout,
混合长条 (1x1+1x2+2x1),8,19,63336,False,0.019129514694213867,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),8,20,58263,True,0.9796493053436279,0.9796493053436279,116,14.5,39,49,,
混合长条 (1x1+1x2+2x1),9,1,1471,True,0.13218212127685547,0.13218212127685547,112,12.444444444444445,22,12,,batch_performance_analysis\images\paths\混合长条_1x1+1x2+2x1_N9.png
混合长条 (1x1+1x2+2x1),9,2,2361,False,0.9814753532409668,5.0,-1,-1,-1,96,NoSolution,
混合长条 (1x1+1x2+2x1),9,3,68330,False,1.240518569946289,5.0,-1,-1,-1,108,NoSolution,
混合长条 (1x1+1x2+2x1),9,4,41520,False,0.041092634201049805,5.0,-1,-1,-1,2,NoSolution,
混合长条 (1x1+1x2+2x1),9,5,53299,False,0.02140665054321289,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),9,6,64930,False,5.026672124862671,5.0,-1,-1,-1,244,Timeout,
混合长条 (1x1+1x2+2x1),9,7,97761,True,0.19158720970153809,0.19158720970153809,114,12.666666666666666,25,33,,
混合长条 (1x1+1x2+2x1),9,8,26095,True,0.81683349609375,0.81683349609375,131,14.555555555555555,24,145,,
混合长条 (1x1+1x2+2x1),9,9,96567,True,0.053389787673950195,0.053389787673950195,139,15.444444444444445,21,12,,
混合长条 (1x1+1x2+2x1),9,10,26394,False,0.06662511825561523,5.0,-1,-1,-1,3,NoSolution,
混合长条 (1x1+1x2+2x1),9,11,76136,False,5.038917064666748,5.0,-1,-1,-1,382,Timeout,
混合长条 (1x1+1x2+2x1),9,12,43796,True,4.492952585220337,4.492952585220337,167,18.555555555555557,40,248,,
混合长条 (1x1+1x2+2x1),9,13,27052,False,0.14122438430786133,5.0,-1,-1,-1,13,NoSolution,
混合长条 (1x1+1x2+2x1),9,14,20216,False,0.4560887813568115,5.0,-1,-1,-1,52,NoSolution,
混合长条 (1x1+1x2+2x1),9,15,98677,True,0.5845468044281006,0.5845468044281006,148,16.444444444444443,29,63,,
混合长条 (1x1+1x2+2x1),9,16,54579,False,5.0142457485198975,5.0,-1,-1,-1,221,Timeout,
混合长条 (1x1+1x2+2x1),9,17,41848,True,0.20644497871398926,0.20644497871398926,100,11.11111111111111,18,49,,
混合长条 (1x1+1x2+2x1),9,18,68351,True,0.03792881965637207,0.03792881965637207,122,13.555555555555555,17,6,,
混合长条 (1x1+1x2+2x1),9,19,64053,False,1.600282907485962,5.0,-1,-1,-1,223,NoSolution,
混合长条 (1x1+1x2+2x1),9,20,50856,False,0.3796656131744385,5.0,-1,-1,-1,67,NoSolution,
混合长条 (1x1+1x2+2x1),10,1,58739,False,0.012242555618286133,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),10,2,59827,False,5.0197434425354,5.0,-1,-1,-1,84,Timeout,
混合长条 (1x1+1x2+2x1),10,3,86305,False,0.023379802703857422,5.0,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),10,4,5131,False,0.07154536247253418,5.0,-1,-1,-1,2,NoSolution,
混合长条 (1x1+1x2+2x1),10,5,12973,False,5.0696492195129395,5.0,-1,-1,-1,280,Timeout,
混合长条 (1x1+1x2+2x1),10,6,87502,False,0.07183194160461426,5.0,-1,-1,-1,5,NoSolution,
混合长条 (1x1+1x2+2x1),10,7,27769,False,0.056212425231933594,5.0,-1,-1,-1,5,NoSolution,
混合长条 (1x1+1x2+2x1),10,8,61845,False,0.14007353782653809,5.0,-1,-1,-1,32,NoSolution,
混合长条 (1x1+1x2+2x1),10,9,69680,True,0.6188454627990723,0.6188454627990723,149,14.9,44,60,,
混合长条 (1x1+1x2+2x1),10,10,65748,True,0.015085697174072266,0.015085697174072266,85,8.5,18,2,,
混合长条 (1x1+1x2+2x1),10,11,88027,False,0.06486868858337402,5.0,-1,-1,-1,6,NoSolution,
混合长条 (1x1+1x2+2x1),10,12,70253,True,0.06473708152770996,0.06473708152770996,154,15.4,24,9,,
混合长条 (1x1+1x2+2x1),10,13,44640,True,0.15381217002868652,0.15381217002868652,143,14.3,23,18,,
混合长条 (1x1+1x2+2x1),10,14,52109,True,0.02883768081665039,0.02883768081665039,156,15.6,35,2,,
混合长条 (1x1+1x2+2x1),10,15,37035,True,0.09613537788391113,0.09613537788391113,159,15.9,36,9,,
混合长条 (1x1+1x2+2x1),10,16,62589,False,5.06072473526001,5.0,-1,-1,-1,315,Timeout,
混合长条 (1x1+1x2+2x1),10,17,24767,False,0.5703394412994385,5.0,-1,-1,-1,85,NoSolution,
混合长条 (1x1+1x2+2x1),10,18,13227,False,0.08344483375549316,5.0,-1,-1,-1,8,NoSolution,
混合长条 (1x1+1x2+2x1),10,19,40828,False,0.0746757984161377,5.0,-1,-1,-1,7,NoSolution,
混合长条 (1x1+1x2+2x1),10,20,75729,False,5.0348076820373535,5.0,-1,-1,-1,99,Timeout,
复杂异构 (1x1+2x2+3x1),4,1,28086,True,0.00806117057800293,0.00806117057800293,72,18.0,22,0,,batch_performance_analysis\images\paths\复杂异构_1x1+2x2+3x1_N4.png
复杂异构 (1x1+2x2+3x1),4,2,80878,True,0.011450052261352539,0.011450052261352539,72,18.0,32,0,,
复杂异构 (1x1+2x2+3x1),4,3,51680,True,0.011360645294189453,0.011360645294189453,55,13.75,26,0,,
复杂异构 (1x1+2x2+3x1),4,4,8361,True,0.028385162353515625,0.028385162353515625,74,18.5,28,4,,
复杂异构 (1x1+2x2+3x1),4,5,93718,True,0.008877754211425781,0.008877754211425781,37,9.25,13,0,,
复杂异构 (1x1+2x2+3x1),4,6,56573,True,0.04821324348449707,0.04821324348449707,52,13.0,18,16,,
复杂异构 (1x1+2x2+3x1),4,7,34137,True,0.023676395416259766,0.023676395416259766,73,18.25,27,2,,
复杂异构 (1x1+2x2+3x1),4,8,42450,False,0.6106033325195312,5.0,-1,-1,-1,21,NoSolution,
复杂异构 (1x1+2x2+3x1),4,9,45067,True,0.008137702941894531,0.008137702941894531,43,10.75,13,0,,
复杂异构 (1x1+2x2+3x1),4,10,46495,True,0.005995035171508789,0.005995035171508789,47,11.75,22,0,,
复杂异构 (1x1+2x2+3x1),4,11,12924,True,0.003701448440551758,0.003701448440551758,39,9.75,13,0,,
复杂异构 (1x1+2x2+3x1),4,12,88167,False,0.0065937042236328125,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),4,13,41492,True,0.04439687728881836,0.04439687728881836,58,14.5,25,18,,
复杂异构 (1x1+2x2+3x1),4,14,19491,False,5.006301641464233,5.0,-1,-1,-1,498,Timeout,
复杂异构 (1x1+2x2+3x1),4,15,98494,True,0.0507204532623291,0.0507204532623291,36,9.0,16,22,,
复杂异构 (1x1+2x2+3x1),4,16,86810,True,0.010171651840209961,0.010171651840209961,42,10.5,18,2,,
复杂异构 (1x1+2x2+3x1),4,17,59618,True,0.0072994232177734375,0.0072994232177734375,47,11.75,23,0,,
复杂异构 (1x1+2x2+3x1),4,18,47334,True,0.0028998851776123047,0.0028998851776123047,18,4.5,10,0,,
复杂异构 (1x1+2x2+3x1),4,19,26118,True,0.007569789886474609,0.007569789886474609,41,10.25,14,1,,
复杂异构 (1x1+2x2+3x1),4,20,13177,True,1.8426754474639893,1.8426754474639893,64,16.0,26,282,,
复杂异构 (1x1+2x2+3x1),5,1,64262,True,0.9376354217529297,0.9376354217529297,70,14.0,22,147,,batch_performance_analysis\images\paths\复杂异构_1x1+2x2+3x1_N5.png
复杂异构 (1x1+2x2+3x1),5,2,59323,False,1.0538878440856934,5.0,-1,-1,-1,206,NoSolution,
复杂异构 (1x1+2x2+3x1),5,3,63473,True,0.006265401840209961,0.006265401840209961,52,10.4,20,0,,
复杂异构 (1x1+2x2+3x1),5,4,15642,False,0.008428812026977539,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),5,5,9488,True,0.01151132583618164,0.01151132583618164,55,11.0,20,2,,
复杂异构 (1x1+2x2+3x1),5,6,95608,False,0.1250927448272705,5.0,-1,-1,-1,31,NoSolution,
复杂异构 (1x1+2x2+3x1),5,7,69384,False,0.028113365173339844,5.0,-1,-1,-1,6,NoSolution,
复杂异构 (1x1+2x2+3x1),5,8,48656,False,0.4754786491394043,5.0,-1,-1,-1,77,NoSolution,
复杂异构 (1x1+2x2+3x1),5,9,32827,True,0.05554008483886719,0.05554008483886719,52,10.4,29,5,,
复杂异构 (1x1+2x2+3x1),5,10,64716,False,0.016556501388549805,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),5,11,93765,False,0.06807661056518555,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),5,12,16234,False,0.029535293579101562,5.0,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),5,13,15244,False,0.011084794998168945,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),5,14,26310,True,0.2842731475830078,0.2842731475830078,78,15.6,33,20,,
复杂异构 (1x1+2x2+3x1),5,15,65564,True,0.008316278457641602,0.008316278457641602,49,9.8,14,0,,
复杂异构 (1x1+2x2+3x1),5,16,30842,True,0.034399986267089844,0.034399986267089844,55,11.0,23,4,,
复杂异构 (1x1+2x2+3x1),5,17,21242,True,0.00482630729675293,0.00482630729675293,47,9.4,15,0,,
复杂异构 (1x1+2x2+3x1),5,18,4731,True,1.367985486984253,1.367985486984253,96,19.2,28,92,,
复杂异构 (1x1+2x2+3x1),5,19,75155,True,0.0072476863861083984,0.0072476863861083984,68,13.6,24,0,,
复杂异构 (1x1+2x2+3x1),5,20,19251,False,1.2182834148406982,5.0,-1,-1,-1,183,NoSolution,
复杂异构 (1x1+2x2+3x1),6,1,80810,False,0.03223681449890137,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,2,80807,False,0.011193275451660156,5.0,-1,-1,-1,1,NoSolution,
复杂异构 (1x1+2x2+3x1),6,3,63050,True,1.3343970775604248,1.3343970775604248,98,16.333333333333332,26,180,,
复杂异构 (1x1+2x2+3x1),6,4,77716,True,0.013325691223144531,0.013325691223144531,49,8.166666666666666,13,2,,
复杂异构 (1x1+2x2+3x1),6,5,72751,True,0.23232483863830566,0.23232483863830566,74,12.333333333333334,22,38,,
复杂异构 (1x1+2x2+3x1),6,6,64766,False,0.014759540557861328,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,7,17933,False,0.018802881240844727,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,8,70740,True,0.07535147666931152,0.07535147666931152,65,10.833333333333334,15,28,,
复杂异构 (1x1+2x2+3x1),6,9,15124,False,0.17907118797302246,5.0,-1,-1,-1,20,NoSolution,
复杂异构 (1x1+2x2+3x1),6,10,45698,False,0.01747584342956543,5.0,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),6,11,94459,True,0.025743722915649414,0.025743722915649414,31,5.166666666666667,11,6,,
复杂异构 (1x1+2x2+3x1),6,12,68980,False,0.020335912704467773,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,13,74229,False,0.008469343185424805,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,14,66649,False,5.018658638000488,5.0,-1,-1,-1,656,Timeout,
复杂异构 (1x1+2x2+3x1),6,15,22552,False,0.02180767059326172,5.0,-1,-1,-1,5,NoSolution,
复杂异构 (1x1+2x2+3x1),6,16,36664,True,0.03066110610961914,0.03066110610961914,67,11.166666666666666,23,14,,
复杂异构 (1x1+2x2+3x1),6,17,42064,True,0.035048484802246094,0.035048484802246094,105,17.5,29,4,,
复杂异构 (1x1+2x2+3x1),6,18,33178,False,0.020016908645629883,5.0,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),6,19,75391,True,0.16938161849975586,0.16938161849975586,99,16.5,23,40,,
复杂异构 (1x1+2x2+3x1),6,20,78955,True,2.0859603881835938,2.0859603881835938,99,16.5,28,489,,
复杂异构 (1x1+2x2+3x1),7,1,4807,True,0.00619816780090332,0.00619816780090332,54,7.714285714285714,19,0,,batch_performance_analysis\images\paths\复杂异构_1x1+2x2+3x1_N7.png
复杂异构 (1x1+2x2+3x1),7,2,58007,True,0.005216836929321289,0.005216836929321289,48,6.857142857142857,16,0,,
复杂异构 (1x1+2x2+3x1),7,3,86377,False,0.058296918869018555,5.0,-1,-1,-1,12,NoSolution,
复杂异构 (1x1+2x2+3x1),7,4,5893,False,0.05578207969665527,5.0,-1,-1,-1,18,NoSolution,
复杂异构 (1x1+2x2+3x1),7,5,34155,True,2.384782552719116,2.384782552719116,104,14.857142857142858,28,424,,
复杂异构 (1x1+2x2+3x1),7,6,27491,True,0.22268176078796387,0.22268176078796387,103,14.714285714285714,26,48,,
复杂异构 (1x1+2x2+3x1),7,7,73397,False,0.01634359359741211,5.0,-1,-1,-1,4,NoSolution,
复杂异构 (1x1+2x2+3x1),7,8,28702,False,0.07280945777893066,5.0,-1,-1,-1,21,NoSolution,
复杂异构 (1x1+2x2+3x1),7,9,67911,False,0.10481977462768555,5.0,-1,-1,-1,20,NoSolution,
复杂异构 (1x1+2x2+3x1),7,10,4760,False,0.006130695343017578,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),7,11,69332,False,1.5410382747650146,5.0,-1,-1,-1,356,NoSolution,
复杂异构 (1x1+2x2+3x1),7,12,92702,False,5.011087417602539,5.0,-1,-1,-1,401,Timeout,
复杂异构 (1x1+2x2+3x1),7,13,76720,False,0.016380786895751953,5.0,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),7,14,48751,False,0.038016319274902344,5.0,-1,-1,-1,6,NoSolution,
复杂异构 (1x1+2x2+3x1),7,15,78234,True,0.5516934394836426,0.5516934394836426,88,12.571428571428571,23,133,,
