scenario,n_agents,trial,seed,success,time_raw,cost_total,cost_per_agent,makespan,nodes,error_reason,img_path
混合长条 (1x1+1x2+2x1),10,3,78730,False,0.010546445846557617,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),10,4,98534,True,0.04145455360412598,141,14.1,26,8,,
混合长条 (1x1+1x2+2x1),10,5,54685,True,0.011639595031738281,140,14.0,19,0,,
混合长条 (1x1+1x2+2x1),10,6,15164,True,0.060124874114990234,152,15.2,29,6,,
混合长条 (1x1+1x2+2x1),10,7,67932,False,0.013490915298461914,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),10,8,49033,True,0.019098758697509766,111,11.1,20,2,,
混合长条 (1x1+1x2+2x1),10,9,94913,False,0.013425350189208984,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),10,10,76908,False,0.036554574966430664,-1,-1,-1,5,NoSolution,
混合长条 (1x1+1x2+2x1),10,11,65754,True,0.03217029571533203,157,15.7,32,5,,
混合长条 (1x1+1x2+2x1),10,12,62116,False,0.1627957820892334,-1,-1,-1,13,NoSolution,
混合长条 (1x1+1x2+2x1),10,13,62278,False,0.009422063827514648,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),10,14,34907,True,0.03808879852294922,111,11.1,17,14,,
混合长条 (1x1+1x2+2x1),10,15,57093,False,0.013955354690551758,-1,-1,-1,0,NoSolution,
混合长条 (1x1+1x2+2x1),10,16,68059,True,0.05222439765930176,130,13.0,27,14,,
混合长条 (1x1+1x2+2x1),10,17,20173,False,0.08516049385070801,-1,-1,-1,19,NoSolution,
混合长条 (1x1+1x2+2x1),10,18,78243,False,0.08075690269470215,-1,-1,-1,22,NoSolution,
混合长条 (1x1+1x2+2x1),10,19,76984,False,0.037323713302612305,-1,-1,-1,7,NoSolution,
混合长条 (1x1+1x2+2x1),10,20,4297,False,0.010478496551513672,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,1,60547,False,0.032033681869506836,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,2,14342,False,0.05544424057006836,-1,-1,-1,6,NoSolution,
复杂异构 (1x1+2x2+3x1),6,3,94356,True,0.010091066360473633,86,14.333333333333334,25,0,,
复杂异构 (1x1+2x2+3x1),6,4,71791,False,0.011637449264526367,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,5,672,True,0.01623845100402832,106,17.666666666666668,30,1,,
复杂异构 (1x1+2x2+3x1),6,6,23689,True,0.1551799774169922,99,16.5,23,39,,
复杂异构 (1x1+2x2+3x1),6,7,9138,False,0.0064945220947265625,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,8,31205,True,0.1676020622253418,89,14.833333333333334,24,26,,
复杂异构 (1x1+2x2+3x1),6,9,67036,False,0.3557159900665283,-1,-1,-1,93,NoSolution,
复杂异构 (1x1+2x2+3x1),6,10,45927,True,0.008771657943725586,72,12.0,20,2,,
复杂异构 (1x1+2x2+3x1),6,11,14383,False,0.01126408576965332,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,12,57051,False,0.008462905883789062,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,13,70012,True,0.008374452590942383,82,13.666666666666666,24,0,,
复杂异构 (1x1+2x2+3x1),6,14,41349,False,0.052077531814575195,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,15,93594,False,0.00944209098815918,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),6,16,56199,True,0.008866310119628906,75,12.5,25,0,,
复杂异构 (1x1+2x2+3x1),6,17,58646,False,0.04004383087158203,-1,-1,-1,14,NoSolution,
复杂异构 (1x1+2x2+3x1),6,18,18276,True,0.530674934387207,60,10.0,16,186,,
复杂异构 (1x1+2x2+3x1),6,19,51233,False,0.016852140426635742,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),6,20,96649,True,0.0059893131256103516,63,10.5,16,0,,
复杂异构 (1x1+2x2+3x1),7,1,90716,False,0.0341644287109375,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),7,2,46755,False,1.7390680313110352,-1,-1,-1,329,NoSolution,
复杂异构 (1x1+2x2+3x1),7,3,857,False,0.02043938636779785,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),7,4,44997,False,0.007188558578491211,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),7,5,2261,False,10.009856462478638,-1,-1,-1,397,Timeout,
复杂异构 (1x1+2x2+3x1),7,6,87472,False,1.8760416507720947,-1,-1,-1,151,NoSolution,
复杂异构 (1x1+2x2+3x1),7,7,97844,True,0.008109092712402344,55,7.857142857142857,19,0,,
复杂异构 (1x1+2x2+3x1),7,8,73706,True,1.560614824295044,100,14.285714285714286,27,179,,
复杂异构 (1x1+2x2+3x1),7,9,31858,True,0.19223356246948242,117,16.714285714285715,31,38,,
复杂异构 (1x1+2x2+3x1),7,10,99451,False,0.014039278030395508,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),7,11,84148,True,0.20525145530700684,123,17.571428571428573,25,21,,
复杂异构 (1x1+2x2+3x1),7,12,53076,False,0.03640317916870117,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),7,13,73731,False,0.6786205768585205,-1,-1,-1,116,NoSolution,
复杂异构 (1x1+2x2+3x1),7,14,11234,False,0.01090693473815918,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),7,15,19152,True,0.030955076217651367,115,16.428571428571427,23,4,,
复杂异构 (1x1+2x2+3x1),7,16,58090,True,1.5927810668945312,109,15.571428571428571,29,165,,
复杂异构 (1x1+2x2+3x1),7,17,25300,False,0.13502240180969238,-1,-1,-1,4,NoSolution,
复杂异构 (1x1+2x2+3x1),7,18,12299,True,0.18422269821166992,115,16.428571428571427,27,19,,
复杂异构 (1x1+2x2+3x1),7,19,66819,False,0.9981029033660889,-1,-1,-1,138,NoSolution,
复杂异构 (1x1+2x2+3x1),7,20,70141,False,0.029477596282958984,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),8,1,68991,True,0.09024167060852051,108,13.5,36,4,,batch_analysis_v2_optimized\images\paths\复杂异构_1x1+2x2+3x1_N8.png
复杂异构 (1x1+2x2+3x1),8,2,26891,True,0.41046690940856934,118,14.75,25,52,,
复杂异构 (1x1+2x2+3x1),8,3,66434,False,3.5767600536346436,-1,-1,-1,299,NoSolution,
复杂异构 (1x1+2x2+3x1),8,4,81225,False,0.009319067001342773,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),8,5,25608,False,0.9991986751556396,-1,-1,-1,188,NoSolution,
复杂异构 (1x1+2x2+3x1),8,6,58575,False,0.11670684814453125,-1,-1,-1,16,NoSolution,
复杂异构 (1x1+2x2+3x1),8,7,27478,False,0.09692072868347168,-1,-1,-1,10,NoSolution,
复杂异构 (1x1+2x2+3x1),8,8,53945,False,4.85439920425415,-1,-1,-1,663,NoSolution,
复杂异构 (1x1+2x2+3x1),8,9,47110,False,0.03607940673828125,-1,-1,-1,4,NoSolution,
复杂异构 (1x1+2x2+3x1),8,10,22056,False,0.167741060256958,-1,-1,-1,31,NoSolution,
复杂异构 (1x1+2x2+3x1),8,11,19129,False,0.1373438835144043,-1,-1,-1,30,NoSolution,
复杂异构 (1x1+2x2+3x1),8,12,17506,False,0.021582603454589844,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),8,13,15306,True,0.13944530487060547,116,14.5,26,28,,
复杂异构 (1x1+2x2+3x1),8,14,76619,True,0.013924598693847656,98,12.25,22,0,,
复杂异构 (1x1+2x2+3x1),8,15,9616,True,0.055069923400878906,116,14.5,24,19,,
复杂异构 (1x1+2x2+3x1),8,16,44394,True,0.13110923767089844,90,11.25,18,40,,
复杂异构 (1x1+2x2+3x1),8,17,98828,True,0.04735064506530762,125,15.625,23,5,,
复杂异构 (1x1+2x2+3x1),8,18,66930,False,0.08330917358398438,-1,-1,-1,23,NoSolution,
复杂异构 (1x1+2x2+3x1),8,19,3325,False,0.011900663375854492,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),8,20,65200,False,0.09882402420043945,-1,-1,-1,22,NoSolution,
复杂异构 (1x1+2x2+3x1),9,1,50132,False,1.3115758895874023,-1,-1,-1,307,NoSolution,
复杂异构 (1x1+2x2+3x1),9,2,96731,False,0.32489824295043945,-1,-1,-1,50,NoSolution,
复杂异构 (1x1+2x2+3x1),9,3,52108,True,0.04857444763183594,113,12.555555555555555,17,16,,
复杂异构 (1x1+2x2+3x1),9,4,39692,False,0.1642296314239502,-1,-1,-1,19,NoSolution,
复杂异构 (1x1+2x2+3x1),9,5,45736,False,2.2178335189819336,-1,-1,-1,341,NoSolution,
复杂异构 (1x1+2x2+3x1),9,6,38179,False,3.8662829399108887,-1,-1,-1,521,NoSolution,
复杂异构 (1x1+2x2+3x1),9,7,52929,False,0.6382808685302734,-1,-1,-1,109,NoSolution,
复杂异构 (1x1+2x2+3x1),9,8,13714,False,0.028537750244140625,-1,-1,-1,4,NoSolution,
复杂异构 (1x1+2x2+3x1),9,9,5707,False,0.5818421840667725,-1,-1,-1,83,NoSolution,
复杂异构 (1x1+2x2+3x1),9,10,61988,False,0.03477215766906738,-1,-1,-1,4,NoSolution,
复杂异构 (1x1+2x2+3x1),9,11,92908,False,1.8114898204803467,-1,-1,-1,305,NoSolution,
复杂异构 (1x1+2x2+3x1),9,12,64385,True,0.034418344497680664,87,9.666666666666666,19,10,,
复杂异构 (1x1+2x2+3x1),9,13,59203,True,1.0635366439819336,109,12.11111111111111,18,249,,
复杂异构 (1x1+2x2+3x1),9,14,70768,False,0.020222187042236328,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),9,15,83093,False,0.026832103729248047,-1,-1,-1,4,NoSolution,
复杂异构 (1x1+2x2+3x1),9,16,5542,False,2.374403238296509,-1,-1,-1,271,NoSolution,
复杂异构 (1x1+2x2+3x1),9,17,26616,False,0.03035259246826172,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),9,18,90697,True,0.12099194526672363,95,10.555555555555555,27,5,,
复杂异构 (1x1+2x2+3x1),9,19,93502,False,0.0784907341003418,-1,-1,-1,11,NoSolution,
复杂异构 (1x1+2x2+3x1),9,20,19567,False,4.041001081466675,-1,-1,-1,363,NoSolution,
复杂异构 (1x1+2x2+3x1),10,1,7272,False,1.026350736618042,-1,-1,-1,89,NoSolution,
复杂异构 (1x1+2x2+3x1),10,2,8822,False,0.5377142429351807,-1,-1,-1,51,NoSolution,
复杂异构 (1x1+2x2+3x1),10,3,69662,False,10.041599988937378,-1,-1,-1,460,Timeout,
复杂异构 (1x1+2x2+3x1),10,4,43761,True,0.05318760871887207,126,12.6,35,6,,
复杂异构 (1x1+2x2+3x1),10,5,11702,False,0.014067649841308594,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),10,6,93170,False,2.091660499572754,-1,-1,-1,166,NoSolution,
复杂异构 (1x1+2x2+3x1),10,7,81910,False,0.13145136833190918,-1,-1,-1,29,NoSolution,
复杂异构 (1x1+2x2+3x1),10,8,11939,False,10.052732944488525,-1,-1,-1,375,Timeout,
复杂异构 (1x1+2x2+3x1),10,9,48650,False,0.09384298324584961,-1,-1,-1,7,NoSolution,
复杂异构 (1x1+2x2+3x1),10,10,67531,False,0.44460320472717285,-1,-1,-1,65,NoSolution,
复杂异构 (1x1+2x2+3x1),10,11,84458,False,0.515061616897583,-1,-1,-1,68,NoSolution,
复杂异构 (1x1+2x2+3x1),10,12,72935,False,0.07240700721740723,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),10,13,86815,True,0.11275625228881836,153,15.3,22,23,,
复杂异构 (1x1+2x2+3x1),10,14,34863,False,0.04810929298400879,-1,-1,-1,4,NoSolution,
复杂异构 (1x1+2x2+3x1),10,15,56697,True,0.25891947746276855,194,19.4,32,17,,
复杂异构 (1x1+2x2+3x1),10,16,59912,False,0.6833689212799072,-1,-1,-1,91,NoSolution,
复杂异构 (1x1+2x2+3x1),10,17,30641,False,10.024433851242065,-1,-1,-1,427,Timeout,
复杂异构 (1x1+2x2+3x1),10,18,20910,False,0.09067201614379883,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),10,19,3614,False,0.2442026138305664,-1,-1,-1,35,NoSolution,
复杂异构 (1x1+2x2+3x1),10,20,96277,False,1.2743291854858398,-1,-1,-1,47,NoSolution,
