scenario,seed,total_agents,trial_id,success,time,makespan,cost,nodes,error,generated_count,image_path
混合长条 (1x1 + 1x2 + 2x1),22865,5,17,True,0.0763711929321289,34,94,8,,5,
混合长条 (1x1 + 1x2 + 2x1),68917,5,18,False,0.4523460865020752,-1,-1,78,no_solution,5,
混合长条 (1x1 + 1x2 + 2x1),73331,5,19,True,0.03155922889709473,15,50,11,,5,
混合长条 (1x1 + 1x2 + 2x1),48533,5,20,True,0.020311594009399414,32,98,2,,5,
混合长条 (1x1 + 1x2 + 2x1),58442,6,1,False,0.03657245635986328,-1,-1,2,no_solution,6,
混合长条 (1x1 + 1x2 + 2x1),8267,6,2,True,0.349764347076416,23,78,19,,6,
混合长条 (1x1 + 1x2 + 2x1),60635,6,3,False,0.01574850082397461,-1,-1,0,no_solution,6,
混合长条 (1x1 + 1x2 + 2x1),93746,6,4,False,0.014071941375732422,-1,-1,0,no_solution,6,
混合长条 (1x1 + 1x2 + 2x1),23634,6,5,False,0.00963449478149414,-1,-1,0,no_solution,6,
混合长条 (1x1 + 1x2 + 2x1),14942,6,6,False,0.13227200508117676,-1,-1,8,no_solution,6,
混合长条 (1x1 + 1x2 + 2x1),45441,6,7,True,0.011343955993652344,23,80,0,,6,
混合长条 (1x1 + 1x2 + 2x1),15732,6,8,True,0.8932638168334961,29,106,39,,6,
混合长条 (1x1 + 1x2 + 2x1),97953,6,9,True,0.017885923385620117,32,120,0,,6,
混合长条 (1x1 + 1x2 + 2x1),3319,6,10,True,0.17441320419311523,21,104,18,,6,
混合长条 (1x1 + 1x2 + 2x1),34827,6,11,True,0.138993501663208,24,98,0,,6,
混合长条 (1x1 + 1x2 + 2x1),81527,6,12,True,0.33632373809814453,30,108,28,,6,
混合长条 (1x1 + 1x2 + 2x1),33132,6,13,True,0.036107778549194336,25,102,8,,6,
混合长条 (1x1 + 1x2 + 2x1),43295,6,14,True,1.5408921241760254,25,115,83,,6,
混合长条 (1x1 + 1x2 + 2x1),4680,6,15,True,0.01761007308959961,26,58,2,,6,
混合长条 (1x1 + 1x2 + 2x1),57311,6,16,False,5.176274061203003,-1,-1,177,超时,6,
混合长条 (1x1 + 1x2 + 2x1),20677,6,17,True,0.014968633651733398,25,71,0,,6,
混合长条 (1x1 + 1x2 + 2x1),93945,6,18,False,0.029662609100341797,-1,-1,1,no_solution,6,
混合长条 (1x1 + 1x2 + 2x1),80349,6,19,False,2.481537342071533,-1,-1,131,no_solution,6,
混合长条 (1x1 + 1x2 + 2x1),46266,6,20,True,0.008336782455444336,16,67,0,,6,
混合长条 (1x1 + 1x2 + 2x1),16944,7,1,True,0.007961273193359375,19,74,0,,7,
混合长条 (1x1 + 1x2 + 2x1),67373,7,2,False,0.017224788665771484,-1,-1,0,no_solution,7,
混合长条 (1x1 + 1x2 + 2x1),43378,7,3,False,0.02897191047668457,-1,-1,0,no_solution,7,
混合长条 (1x1 + 1x2 + 2x1),42688,7,4,True,0.014687776565551758,20,95,0,,7,
混合长条 (1x1 + 1x2 + 2x1),47148,7,5,True,4.44933295249939,28,129,174,,7,
混合长条 (1x1 + 1x2 + 2x1),39676,7,6,False,0.32972097396850586,-1,-1,13,no_solution,7,
混合长条 (1x1 + 1x2 + 2x1),97007,7,7,False,0.052538156509399414,-1,-1,0,no_solution,7,
混合长条 (1x1 + 1x2 + 2x1),40051,7,8,True,0.76450514793396,20,86,34,,7,
混合长条 (1x1 + 1x2 + 2x1),77838,7,9,True,0.03371167182922363,19,71,2,,7,
混合长条 (1x1 + 1x2 + 2x1),92106,7,10,True,0.554861307144165,32,135,29,,7,
混合长条 (1x1 + 1x2 + 2x1),25556,7,11,True,0.054975271224975586,26,101,6,,7,
混合长条 (1x1 + 1x2 + 2x1),49400,7,12,True,0.18662357330322266,28,130,16,,7,
混合长条 (1x1 + 1x2 + 2x1),66604,7,13,False,0.026793241500854492,-1,-1,0,no_solution,7,
混合长条 (1x1 + 1x2 + 2x1),45718,7,14,True,0.036379098892211914,18,94,1,,7,
混合长条 (1x1 + 1x2 + 2x1),89052,7,15,False,0.058379173278808594,-1,-1,0,no_solution,7,
混合长条 (1x1 + 1x2 + 2x1),62402,7,16,False,0.036151885986328125,-1,-1,0,no_solution,7,
混合长条 (1x1 + 1x2 + 2x1),68163,7,17,False,1.8945727348327637,-1,-1,44,no_solution,7,
混合长条 (1x1 + 1x2 + 2x1),1477,7,18,True,0.49622249603271484,41,137,26,,7,
混合长条 (1x1 + 1x2 + 2x1),94129,7,19,True,0.23994112014770508,35,125,20,,7,
混合长条 (1x1 + 1x2 + 2x1),39916,7,20,True,0.12320590019226074,27,112,6,,7,
混合长条 (1x1 + 1x2 + 2x1),57392,8,1,False,2.3721518516540527,-1,-1,75,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),63,8,2,False,2.3941776752471924,-1,-1,97,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),70091,8,3,False,0.04313945770263672,-1,-1,0,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),81237,8,4,False,0.028795242309570312,-1,-1,0,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),91700,8,5,False,0.04247736930847168,-1,-1,2,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),98549,8,6,False,0.036080121994018555,-1,-1,4,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),42687,8,7,False,0.2600734233856201,-1,-1,0,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),18245,8,8,True,0.057822465896606445,23,82,0,,8,
混合长条 (1x1 + 1x2 + 2x1),51658,8,9,True,1.2148377895355225,26,124,74,,8,
混合长条 (1x1 + 1x2 + 2x1),35448,8,10,False,0.03483462333679199,-1,-1,1,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),83720,8,11,False,0.03402113914489746,-1,-1,2,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),52400,8,12,True,0.32924365997314453,20,85,33,,8,
混合长条 (1x1 + 1x2 + 2x1),55364,8,13,False,0.038196563720703125,-1,-1,0,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),5097,8,14,True,0.06553292274475098,25,109,6,,8,
混合长条 (1x1 + 1x2 + 2x1),88198,8,15,False,2.862142562866211,-1,-1,122,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),96562,8,16,True,0.06766390800476074,30,129,6,,8,
混合长条 (1x1 + 1x2 + 2x1),23205,8,17,True,1.525460958480835,19,92,40,,8,
混合长条 (1x1 + 1x2 + 2x1),49659,8,18,False,0.1548748016357422,-1,-1,3,no_solution,8,
混合长条 (1x1 + 1x2 + 2x1),32527,8,19,True,0.6507196426391602,19,102,58,,8,
混合长条 (1x1 + 1x2 + 2x1),58176,8,20,True,0.06135153770446777,29,133,6,,8,
混合长条 (1x1 + 1x2 + 2x1),17339,9,1,False,0.15868568420410156,-1,-1,0,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),43298,9,2,False,0.07464122772216797,-1,-1,8,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),8638,9,3,False,0.06827211380004883,-1,-1,2,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),79956,9,4,True,0.04617619514465332,22,113,2,,9,
混合长条 (1x1 + 1x2 + 2x1),38354,9,5,True,0.18226218223571777,23,114,11,,9,
混合长条 (1x1 + 1x2 + 2x1),33365,9,6,False,0.02746129035949707,-1,-1,2,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),30041,9,7,False,0.035336971282958984,-1,-1,2,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),16445,9,8,True,0.019289493560791016,21,107,0,,9,
混合长条 (1x1 + 1x2 + 2x1),99920,9,9,False,5.015563726425171,-1,-1,178,超时,9,
混合长条 (1x1 + 1x2 + 2x1),46980,9,10,False,0.26315975189208984,-1,-1,5,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),50065,9,11,False,0.327725887298584,-1,-1,18,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),48478,9,12,False,5.055391311645508,-1,-1,187,超时,9,
混合长条 (1x1 + 1x2 + 2x1),94603,9,13,False,0.8458695411682129,-1,-1,13,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),19813,9,14,True,1.3257205486297607,30,164,90,,9,
混合长条 (1x1 + 1x2 + 2x1),32987,9,15,False,5.090024948120117,-1,-1,145,超时,9,
混合长条 (1x1 + 1x2 + 2x1),39195,9,16,False,4.988953590393066,-1,-1,250,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),45419,9,17,True,0.13910865783691406,43,141,3,,9,
混合长条 (1x1 + 1x2 + 2x1),17453,9,18,False,0.025276660919189453,-1,-1,0,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),29430,9,19,True,0.36638879776000977,37,157,31,,9,
混合长条 (1x1 + 1x2 + 2x1),26394,9,20,False,0.08431315422058105,-1,-1,3,no_solution,9,
混合长条 (1x1 + 1x2 + 2x1),40473,10,1,False,0.02389073371887207,-1,-1,0,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),78266,10,2,True,1.143911600112915,33,188,27,,10,
混合长条 (1x1 + 1x2 + 2x1),3873,10,3,True,1.5647900104522705,25,142,95,,10,
混合长条 (1x1 + 1x2 + 2x1),57929,10,4,False,1.6210405826568604,-1,-1,80,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),21939,10,5,True,0.4910566806793213,24,141,19,,10,
混合长条 (1x1 + 1x2 + 2x1),15022,10,6,False,0.12340664863586426,-1,-1,0,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),56235,10,7,False,0.05974102020263672,-1,-1,2,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),31314,10,8,True,4.881901264190674,34,158,276,,10,
混合长条 (1x1 + 1x2 + 2x1),54086,10,9,True,2.918365478515625,20,138,197,,10,
混合长条 (1x1 + 1x2 + 2x1),82259,10,10,False,0.13716793060302734,-1,-1,0,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),56944,10,11,False,0.5688979625701904,-1,-1,0,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),97745,10,12,True,0.7488107681274414,23,145,61,,10,
混合长条 (1x1 + 1x2 + 2x1),40208,10,13,False,0.12922120094299316,-1,-1,2,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),33992,10,14,False,0.2836570739746094,-1,-1,36,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),6688,10,15,True,1.5705904960632324,31,171,48,,10,
混合长条 (1x1 + 1x2 + 2x1),9073,10,16,True,0.7230539321899414,34,170,26,,10,
混合长条 (1x1 + 1x2 + 2x1),37437,10,17,False,0.038262367248535156,-1,-1,2,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),91599,10,18,False,0.02933192253112793,-1,-1,2,no_solution,10,
混合长条 (1x1 + 1x2 + 2x1),44481,10,19,True,1.4071507453918457,30,152,106,,10,
混合长条 (1x1 + 1x2 + 2x1),13335,10,20,False,0.45741748809814453,-1,-1,12,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),36331,4,1,True,0.008980274200439453,20,55,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),28989,4,2,True,0.0076334476470947266,22,42,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),22881,4,3,True,0.005020618438720703,12,33,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),90842,4,4,False,0.02167654037475586,-1,-1,0,no_solution,4,
复杂异构 (1x1 + 2x2 + 3x1),43162,4,5,True,0.011548519134521484,23,59,1,,4,
复杂异构 (1x1 + 2x2 + 3x1),17052,4,6,False,0.006269693374633789,-1,-1,0,no_solution,4,
复杂异构 (1x1 + 2x2 + 3x1),15534,4,7,True,0.010926961898803711,20,65,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),84125,4,8,True,0.0042552947998046875,14,24,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),51217,4,9,True,0.01104879379272461,30,62,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),8219,4,10,True,0.006414890289306641,14,41,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),62432,4,11,True,0.22394800186157227,23,69,46,,4,
复杂异构 (1x1 + 2x2 + 3x1),30552,4,12,True,0.018642663955688477,24,53,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),15984,4,13,True,0.09570550918579102,21,71,6,,4,
复杂异构 (1x1 + 2x2 + 3x1),24102,4,14,True,0.026296138763427734,28,61,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),2108,4,15,True,0.005938529968261719,12,24,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),7095,4,16,True,0.007727384567260742,15,42,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),61920,4,17,True,0.03368330001831055,28,72,2,,4,
复杂异构 (1x1 + 2x2 + 3x1),79365,4,18,True,0.13211607933044434,16,41,1,,4,
复杂异构 (1x1 + 2x2 + 3x1),60999,4,19,True,0.3920712471008301,35,94,9,,4,
复杂异构 (1x1 + 2x2 + 3x1),23098,4,20,True,0.01121377944946289,22,51,0,,4,
复杂异构 (1x1 + 2x2 + 3x1),99440,5,1,False,0.0308380126953125,-1,-1,2,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),82577,5,2,False,0.006522178649902344,-1,-1,0,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),93728,5,3,False,0.010313749313354492,-1,-1,0,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),51936,5,4,True,0.981137752532959,19,49,113,,5,
复杂异构 (1x1 + 2x2 + 3x1),79021,5,5,False,0.12806153297424316,-1,-1,0,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),32492,5,6,True,0.006658077239990234,15,46,0,,5,
复杂异构 (1x1 + 2x2 + 3x1),67996,5,7,False,0.012243270874023438,-1,-1,0,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),89011,5,8,True,0.5486395359039307,17,60,18,,5,
复杂异构 (1x1 + 2x2 + 3x1),48169,5,9,False,0.012848377227783203,-1,-1,0,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),82513,5,10,False,0.1462242603302002,-1,-1,0,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),73712,5,11,False,0.1540234088897705,-1,-1,0,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),72437,5,12,True,2.954068660736084,19,63,296,,5,
复杂异构 (1x1 + 2x2 + 3x1),31815,5,13,False,0.008758544921875,-1,-1,0,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),4321,5,14,True,0.00907444953918457,21,53,0,,5,
复杂异构 (1x1 + 2x2 + 3x1),53951,5,15,True,0.021097898483276367,29,58,2,,5,
复杂异构 (1x1 + 2x2 + 3x1),37907,5,16,False,5.015775203704834,-1,-1,160,超时,5,
复杂异构 (1x1 + 2x2 + 3x1),11237,5,17,True,0.0076715946197509766,13,33,0,,5,
复杂异构 (1x1 + 2x2 + 3x1),19661,5,18,True,0.011264801025390625,14,46,0,,5,
复杂异构 (1x1 + 2x2 + 3x1),86143,5,19,True,0.014024734497070312,20,47,0,,5,
复杂异构 (1x1 + 2x2 + 3x1),97320,5,20,False,0.01899552345275879,-1,-1,0,no_solution,5,
复杂异构 (1x1 + 2x2 + 3x1),1533,6,1,True,0.04293632507324219,25,102,2,,6,
复杂异构 (1x1 + 2x2 + 3x1),21350,6,2,True,1.2019836902618408,19,73,166,,6,
复杂异构 (1x1 + 2x2 + 3x1),37396,6,3,False,0.022719860076904297,-1,-1,0,no_solution,6,
复杂异构 (1x1 + 2x2 + 3x1),65346,6,4,False,0.010760068893432617,-1,-1,0,no_solution,6,
复杂异构 (1x1 + 2x2 + 3x1),66578,6,5,True,2.3190903663635254,24,89,190,,6,
复杂异构 (1x1 + 2x2 + 3x1),91817,6,6,False,0.011765241622924805,-1,-1,0,no_solution,6,
复杂异构 (1x1 + 2x2 + 3x1),31043,6,7,False,0.012728691101074219,-1,-1,0,no_solution,6,
复杂异构 (1x1 + 2x2 + 3x1),54422,6,8,False,0.03638505935668945,-1,-1,0,no_solution,6,
复杂异构 (1x1 + 2x2 + 3x1),50316,6,9,True,0.9359779357910156,26,112,103,,6,
复杂异构 (1x1 + 2x2 + 3x1),29511,6,10,False,0.015525579452514648,-1,-1,0,no_solution,6,
复杂异构 (1x1 + 2x2 + 3x1),82568,6,11,False,5.10041069984436,-1,-1,180,超时,6,
复杂异构 (1x1 + 2x2 + 3x1),28367,6,12,False,5.264826536178589,-1,-1,179,超时,6,
复杂异构 (1x1 + 2x2 + 3x1),51351,6,13,False,0.12480592727661133,-1,-1,0,no_solution,6,
复杂异构 (1x1 + 2x2 + 3x1),43414,6,14,False,0.038469552993774414,-1,-1,2,no_solution,6,
复杂异构 (1x1 + 2x2 + 3x1),64088,6,15,True,0.00932168960571289,14,36,0,,6,
复杂异构 (1x1 + 2x2 + 3x1),59449,6,16,True,0.08650040626525879,22,80,15,,6,
复杂异构 (1x1 + 2x2 + 3x1),38536,6,17,True,0.00946950912475586,16,43,0,,6,
复杂异构 (1x1 + 2x2 + 3x1),26440,6,18,True,0.25226855278015137,28,98,0,,6,
复杂异构 (1x1 + 2x2 + 3x1),42645,6,19,False,0.04496145248413086,-1,-1,2,no_solution,6,
复杂异构 (1x1 + 2x2 + 3x1),33685,6,20,False,5.134268760681152,-1,-1,188,超时,6,
复杂异构 (1x1 + 2x2 + 3x1),2132,7,1,False,5.015996217727661,-1,-1,167,超时,7,
复杂异构 (1x1 + 2x2 + 3x1),53985,7,2,True,1.175471305847168,16,62,80,,7,
复杂异构 (1x1 + 2x2 + 3x1),34261,7,3,False,5.009424209594727,-1,-1,285,超时,7,
复杂异构 (1x1 + 2x2 + 3x1),3938,7,4,False,5.005133152008057,-1,-1,248,超时,7,
复杂异构 (1x1 + 2x2 + 3x1),28322,7,5,True,0.020601511001586914,21,86,2,,7,
复杂异构 (1x1 + 2x2 + 3x1),1464,7,6,False,0.33791327476501465,-1,-1,31,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),91621,7,7,False,5.020879507064819,-1,-1,292,超时,7,
复杂异构 (1x1 + 2x2 + 3x1),38736,7,8,False,0.014305830001831055,-1,-1,0,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),79303,7,9,False,0.7211971282958984,-1,-1,42,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),24566,7,10,False,0.01422572135925293,-1,-1,0,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),45444,7,11,False,0.3986320495605469,-1,-1,15,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),34286,7,12,True,1.4146361351013184,32,118,107,,7,
复杂异构 (1x1 + 2x2 + 3x1),88639,7,13,False,0.07969999313354492,-1,-1,6,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),74605,7,14,False,0.03379464149475098,-1,-1,0,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),80157,7,15,True,0.47530436515808105,19,74,18,,7,
复杂异构 (1x1 + 2x2 + 3x1),97560,7,16,False,0.01983165740966797,-1,-1,0,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),3069,7,17,False,0.02005791664123535,-1,-1,0,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),75295,7,18,False,0.013232946395874023,-1,-1,1,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),31500,7,19,False,0.012359619140625,-1,-1,0,no_solution,7,
复杂异构 (1x1 + 2x2 + 3x1),21226,7,20,True,0.019469738006591797,21,68,1,,7,
复杂异构 (1x1 + 2x2 + 3x1),9361,8,1,True,0.8869643211364746,30,108,30,,8,
复杂异构 (1x1 + 2x2 + 3x1),6628,8,2,False,0.02129817008972168,-1,-1,0,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),26033,8,3,False,4.510145425796509,-1,-1,118,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),46467,8,4,True,0.3743422031402588,26,90,14,,8,
复杂异构 (1x1 + 2x2 + 3x1),56104,8,5,False,5.013882160186768,-1,-1,299,超时,8,
复杂异构 (1x1 + 2x2 + 3x1),62337,8,6,False,4.042200326919556,-1,-1,149,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),10771,8,7,True,0.21480417251586914,20,93,8,,8,
复杂异构 (1x1 + 2x2 + 3x1),54201,8,8,False,5.008739709854126,-1,-1,227,超时,8,
复杂异构 (1x1 + 2x2 + 3x1),97878,8,9,False,0.013131141662597656,-1,-1,0,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),98096,8,10,True,0.8718833923339844,29,101,42,,8,
复杂异构 (1x1 + 2x2 + 3x1),63147,8,11,False,0.01341104507446289,-1,-1,0,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),79042,8,12,False,0.02606487274169922,-1,-1,0,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),15532,8,13,True,0.02797698974609375,21,82,6,,8,
复杂异构 (1x1 + 2x2 + 3x1),97944,8,14,False,0.06387996673583984,-1,-1,11,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),36130,8,15,True,2.196878671646118,21,109,211,,8,
复杂异构 (1x1 + 2x2 + 3x1),59065,8,16,False,5.07739520072937,-1,-1,221,超时,8,
复杂异构 (1x1 + 2x2 + 3x1),99310,8,17,False,0.13968539237976074,-1,-1,0,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),33629,8,18,False,0.024320363998413086,-1,-1,0,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),12769,8,19,False,0.035733699798583984,-1,-1,0,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),84797,8,20,False,0.02165699005126953,-1,-1,0,no_solution,8,
复杂异构 (1x1 + 2x2 + 3x1),84417,9,1,True,0.0223391056060791,23,112,0,,9,
复杂异构 (1x1 + 2x2 + 3x1),45395,9,2,False,0.026701688766479492,-1,-1,0,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),88351,9,3,False,2.547424793243408,-1,-1,101,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),94064,9,4,False,0.03749990463256836,-1,-1,2,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),92055,9,5,False,0.26439428329467773,-1,-1,0,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),4462,9,6,False,0.15666413307189941,-1,-1,2,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),11823,9,7,True,1.4197237491607666,22,100,30,,9,
复杂异构 (1x1 + 2x2 + 3x1),93382,9,8,False,0.05962014198303223,-1,-1,0,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),80361,9,9,False,0.031345367431640625,-1,-1,0,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),5479,9,10,False,0.018917083740234375,-1,-1,0,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),33778,9,11,False,0.021973133087158203,-1,-1,0,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),38797,9,12,False,0.024881362915039062,-1,-1,0,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),32003,9,13,False,0.02995753288269043,-1,-1,2,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),38738,9,14,False,5.016191244125366,-1,-1,146,超时,9,
复杂异构 (1x1 + 2x2 + 3x1),59505,9,15,False,5.027335166931152,-1,-1,221,超时,9,
复杂异构 (1x1 + 2x2 + 3x1),24277,9,16,False,0.1444387435913086,-1,-1,0,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),38084,9,17,False,5.077310800552368,-1,-1,160,超时,9,
复杂异构 (1x1 + 2x2 + 3x1),36235,9,18,False,0.4497203826904297,-1,-1,10,no_solution,9,
复杂异构 (1x1 + 2x2 + 3x1),941,9,19,False,5.011887788772583,-1,-1,285,超时,9,
复杂异构 (1x1 + 2x2 + 3x1),54845,9,20,False,5.056173324584961,-1,-1,186,超时,9,
复杂异构 (1x1 + 2x2 + 3x1),37172,10,1,False,0.045218467712402344,-1,-1,0,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),19112,10,2,False,0.01736736297607422,-1,-1,0,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),95872,10,3,False,0.390697717666626,-1,-1,12,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),65180,10,4,False,0.04061484336853027,-1,-1,5,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),62150,10,5,False,0.022526264190673828,-1,-1,0,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),32838,10,6,False,4.621527433395386,-1,-1,298,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),3405,10,7,False,0.2572624683380127,-1,-1,10,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),93957,10,8,False,0.1195993423461914,-1,-1,10,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),88470,10,9,False,0.9375853538513184,-1,-1,20,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),8112,10,10,True,0.646686315536499,22,133,27,,10,
复杂异构 (1x1 + 2x2 + 3x1),51972,10,11,True,1.9391694068908691,23,115,52,,10,
复杂异构 (1x1 + 2x2 + 3x1),54841,10,12,False,0.03265810012817383,-1,-1,0,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),51867,10,13,False,0.015396833419799805,-1,-1,0,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),43959,10,14,False,3.5951545238494873,-1,-1,209,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),65165,10,15,False,3.6258702278137207,-1,-1,129,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),81498,10,16,False,0.18414592742919922,-1,-1,0,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),55246,10,17,False,0.22985053062438965,-1,-1,0,no_solution,10,
复杂异构 (1x1 + 2x2 + 3x1),60828,10,18,False,5.091238021850586,-1,-1,162,超时,10,
复杂异构 (1x1 + 2x2 + 3x1),64770,10,19,False,5.04588770866394,-1,-1,145,超时,10,
复杂异构 (1x1 + 2x2 + 3x1),20250,10,20,False,0.2489774227142334,-1,-1,4,no_solution,10,
